account_id,customer_id,account_number,bsb_code,account_type,creation_date,balance,currency,status,is_mule_account,daily_limit,monthly_limit
ACC00001203,AU-CUST00954,671084125,018-617,Savings,2024-02-06,27648.34,AUD,ACTIVE,False,18817,73899
ACC00000484,AU-CUST00346,942485309,012-593,Savings,2024-06-22,5235.77,AUD,ACTIVE,False,25000,159514
ACC00000231,AU-CUST00167,856440265,013-731,Savings,2025-01-24,21825.34,AUD,ACTIVE,False,25000,136420
ACC00000463,AU-CUST00377,784307290,017-019,Savings,2025-07-11,60.54,AUD,ACTIVE,False,25000,31205
ACC00000408,AU-CUST00364,898971761,016-797,Savings,2025-01-20,5894.18,AUD,ACTIVE,False,6952,199406
ACC00000881,AU-CUST00747,728486846,017-875,Savings,2025-08-23,4023.47,AUD,ACTIVE,False,5184,132628
ACC00000714,AU-CUST00491,550914499,013-641,Savings,2025-03-02,2634.16,AUD,ACTIVE,False,25000,137481
ACC00000378,AU-CUST00263,672365186,016-507,Savings,2024-09-27,7721.26,AUD,ACTIVE,False,5025,34234
ACC00000752,AU-CUST00583,286142227,013-341,Savings,2024-08-26,2823.97,AUD,ACTIVE,False,14561,183602
ACC00001178,AU-CUST00926,641092735,014-816,Savings,2025-05-20,8962.23,AUD,ACTIVE,False,25000,110783
ACC00000817,AU-CUST00668,838524881,016-412,Savings,2024-05-25,6311.39,AUD,ACTIVE,False,25000,34392
ACC00000486,AU-CUST00409,118355082,013-794,Savings,2024-09-12,4914.37,AUD,ACTIVE,False,5582,199955
ACC00000397,AU-CUST00333,851008640,017-454,Savings,2024-06-09,216.29,AUD,ACTIVE,False,25000,195396
ACC00000656,AU-CUST00530,883498794,016-617,Savings,2025-04-06,4081.73,AUD,ACTIVE,False,25000,189277
ACC00000772,AU-CUST00608,961402229,017-579,Business,2024-04-06,8212.79,AUD,ACTIVE,False,5084,185402
ACC00000375,AU-CUST00339,890998914,016-928,Savings,2024-07-15,1928.46,AUD,ACTIVE,False,5236,199659
ACC00000286,AU-CUST00271,406129751,016-524,Savings,2025-01-14,10276.5,AUD,ACTIVE,False,5029,108763
ACC00000121,AU-CUST00083,320729242,013-300,Savings,2024-03-07,4061.76,AUD,ACTIVE,False,5003,108829
ACC00000678,AU-CUST00525,890230797,014-048,Savings,2024-08-26,6320.39,AUD,ACTIVE,False,25000,199993
ACC00001188,AU-CUST00938,816075607,013-403,Savings,2025-04-17,1514.97,AUD,ACTIVE,False,12456,153239
ACC00000840,AU-CUST00676,369243916,013-998,Savings,2024-12-24,5409.55,AUD,ACTIVE,False,23704,72919
ACC00000080,AU-CUST00059,455363692,015-431,Savings,2025-04-08,653.09,AUD,ACTIVE,False,25000,173463
ACC00001065,AU-CUST00815,570163888,016-949,Savings,2024-02-21,491.43,AUD,ACTIVE,False,24780,191623
ACC00000599,AU-CUST00471,186926420,014-599,Savings,2024-12-12,6981.64,AUD,ACTIVE,False,25000,87280
ACC00000592,AU-CUST00439,273466504,015-661,Savings,2025-03-03,6773.01,AUD,ACTIVE,False,24422,188324
ACC00001208,AU-CUST00953,999040261,016-474,Savings,2024-07-03,3287.6,AUD,ACTIVE,False,25000,31848
ACC00000903,AU-CUST00673,406623749,017-536,Savings,2024-12-28,6346.59,AUD,ACTIVE,False,25000,179994
ACC00000100,AU-CUST00075,387061746,017-192,Savings,2024-01-04,2249.4,AUD,ACTIVE,False,25000,133198
ACC00000151,AU-CUST00126,709068203,015-654,Savings,2024-09-18,1112.26,AUD,ACTIVE,False,8660,86284
ACC00000091,AU-CUST00065,648646508,014-577,Savings,2025-07-15,772.71,AUD,ACTIVE,False,25000,120599
ACC00000010,AU-CUST00010,150073442,013-303,Business,2024-04-10,9117.23,AUD,ACTIVE,False,25000,199997
ACC00000102,AU-CUST00066,387061746,016-578,Savings,2024-04-11,19280.77,AUD,ACTIVE,False,5002,31448
ACC00000348,AU-CUST00267,670850846,017-536,Savings,2025-04-14,3709.57,AUD,ACTIVE,False,25000,37935
ACC00001092,AU-CUST00878,119285361,017-486,Savings,2025-01-22,28.36,AUD,ACTIVE,False,25000,36357
ACC00000462,AU-CUST00308,249202337,012-874,Savings,2025-04-17,8264.22,AUD,ACTIVE,False,23927,90946
ACC00001210,AU-CUST00953,423042621,017-844,Savings,2024-05-13,32.52,AUD,ACTIVE,False,25000,150155
ACC00000417,AU-CUST00360,282438202,013-829,Business,2025-01-21,9442.12,AUD,ACTIVE,False,25000,74337
ACC00000223,AU-CUST00177,465894342,013-249,Savings,2024-10-14,4126.06,AUD,ACTIVE,True,18066,104672
ACC00000050,AU-CUST00035,778430645,018-644,Savings,2024-03-31,27006.38,AUD,ACTIVE,False,7804,93922
ACC00000876,AU-CUST00666,847669222,016-403,Savings,2024-05-19,2350.63,AUD,ACTIVE,False,5047,48641
ACC00000344,AU-CUST00306,777253780,012-138,Savings,2025-02-09,34596.56,AUD,ACTIVE,False,25000,31218
ACC00000151,AU-CUST00112,526272691,016-741,Savings,2025-08-25,11447.74,AUD,ACTIVE,False,25000,145098
ACC00000049,AU-CUST00044,818193536,018-945,Savings,2025-07-19,1941.46,AUD,ACTIVE,False,23100,180065
ACC00000817,AU-CUST00680,744828598,017-979,Savings,2024-04-28,13375.87,AUD,ACTIVE,False,5021,125290
ACC00000219,AU-CUST00133,767234241,012-583,Business,2025-04-27,1558.28,AUD,ACTIVE,False,25000,196229
ACC00000038,AU-CUST00036,411462790,017-192,Savings,2025-02-09,281.95,AUD,ACTIVE,False,6510,146309
ACC00000981,AU-CUST00803,598474342,016-439,Business,2025-05-12,25933.11,AUD,ACTIVE,False,25000,144822
ACC00000388,AU-CUST00309,153850083,013-249,Savings,2025-04-29,25386.13,AUD,ACTIVE,False,25000,69051
ACC00000373,AU-CUST00305,196790362,018-603,Savings,2024-12-02,1676.66,AUD,ACTIVE,False,25000,199992
ACC00000143,AU-CUST00115,156624124,017-553,Business,2024-05-16,9015.32,AUD,ACTIVE,False,25000,63438
ACC00000570,AU-CUST00422,414079439,017-579,Savings,2024-08-06,8357.62,AUD,ACTIVE,False,24227,169731
ACC00000873,AU-CUST00653,314499412,018-477,Savings,2025-02-01,301.54,AUD,ACTIVE,False,25000,189374
ACC00000395,AU-CUST00327,153850083,016-997,Savings,2024-08-07,15131.92,AUD,ACTIVE,False,25000,103583
ACC00000148,AU-CUST00116,697948521,016-241,Savings,2024-05-05,25.95,AUD,ACTIVE,False,25000,181573
ACC00000880,AU-CUST00685,785828221,014-973,Business,2024-10-12,375.05,AUD,ACTIVE,False,5452,132044
ACC00000300,AU-CUST00228,456994685,013-242,Savings,2024-04-19,37315.04,AUD,ACTIVE,False,9591,199999
ACC00001243,AU-CUST00976,284946275,013-768,Savings,2024-01-29,318.6,AUD,ACTIVE,False,6449,53745
ACC00000411,AU-CUST00313,105163921,014-812,Savings,2025-06-14,35134.98,AUD,ACTIVE,False,6845,196574
ACC00001098,AU-CUST00858,540606069,013-864,Business,2025-05-28,9498.72,AUD,ACTIVE,False,25000,191516
ACC00000114,AU-CUST00083,485127049,017-553,Savings,2024-10-08,461.26,AUD,ACTIVE,False,25000,134356
ACC00000112,AU-CUST00083,982607920,016-003,Savings,2025-01-08,11904.51,AUD,ACTIVE,False,5003,171736
ACC00001240,AU-CUST00982,742410182,015-693,Savings,2024-12-02,2478.37,AUD,ACTIVE,True,5020,187654
ACC00000448,AU-CUST00351,836526139,017-180,Savings,2025-03-10,521.57,AUD,ACTIVE,False,14729,195746
ACC00000232,AU-CUST00183,694379851,012-583,Savings,2024-01-17,16578.91,AUD,ACTIVE,False,8242,199973
ACC00000539,AU-CUST00353,985478181,014-765,Savings,2024-12-23,39466.92,AUD,ACTIVE,False,25000,61209
ACC00000776,AU-CUST00606,730797814,018-622,Business,2024-05-09,110.32,AUD,ACTIVE,False,25000,200000
ACC00000845,AU-CUST00645,997207995,017-878,Savings,2024-07-06,3124.59,AUD,ACTIVE,False,21636,120799
ACC00000671,AU-CUST00572,467364977,018-676,Savings,2024-10-29,21283.21,AUD,ACTIVE,False,25000,131660
ACC00000324,AU-CUST00251,103564845,012-213,Savings,2024-11-02,9741.57,AUD,ACTIVE,False,20224,151989
ACC00000095,AU-CUST00060,269241715,014-872,Savings,2024-08-05,1981.05,AUD,ACTIVE,False,22310,117522
ACC00000870,AU-CUST00713,513982681,013-323,Savings,2024-10-31,6751.42,AUD,ACTIVE,False,5202,175754
ACC00001127,AU-CUST00888,645894450,017-342,Savings,2025-03-07,16445.49,AUD,ACTIVE,False,25000,171328
ACC00001047,AU-CUST00833,135337821,017-656,Savings,2024-03-06,5375.72,AUD,ACTIVE,False,25000,167344
ACC00000844,AU-CUST00674,891936610,015-951,Savings,2025-09-22,3125.35,AUD,ACTIVE,False,25000,189438
ACC00001179,AU-CUST00924,214837692,015-912,Savings,2025-02-13,413.82,AUD,ACTIVE,False,18370,149186
ACC00000614,AU-CUST00440,724040295,016-355,Savings,2025-01-31,896.1,AUD,ACTIVE,False,25000,74742
ACC00000900,AU-CUST00645,702692193,018-399,Savings,2024-01-13,3202.98,AUD,ACTIVE,False,25000,31063
ACC00000687,AU-CUST00533,105240703,013-860,Savings,2025-04-08,9402.37,AUD,ACTIVE,False,22410,64651
ACC00000602,AU-CUST00487,958222090,012-951,Business,2024-06-14,458.37,AUD,ACTIVE,False,25000,181966
ACC00000178,AU-CUST00134,301533581,016-167,Savings,2024-01-13,3824.7,AUD,ACTIVE,False,5027,172082
ACC00000702,AU-CUST00555,712870027,014-202,Savings,2024-11-15,18850.71,AUD,ACTIVE,False,23784,30937
ACC00001004,AU-CUST00785,802755384,014-404,Savings,2025-08-22,1693.22,AUD,ACTIVE,False,11030,199549
ACC00001059,AU-CUST00847,640308594,013-006,Savings,2025-02-25,741.55,AUD,ACTIVE,False,25000,198877
ACC00000835,AU-CUST00599,939760027,017-010,Business,2025-07-26,2374.83,AUD,ACTIVE,False,25000,92202
ACC00000237,AU-CUST00175,444589752,016-974,Savings,2024-04-25,4705.2,AUD,ACTIVE,False,25000,199243
ACC00000164,AU-CUST00123,579037388,013-406,Savings,2024-05-25,142.44,AUD,ACTIVE,False,13257,116826
ACC00000281,AU-CUST00226,153726276,012-234,Savings,2024-05-06,503.77,AUD,ACTIVE,False,25000,163726
ACC00000329,AU-CUST00295,408260992,017-195,Savings,2024-12-04,374.08,AUD,ACTIVE,False,25000,199580
ACC00000769,AU-CUST00655,631876824,015-239,Savings,2024-10-19,13936.46,AUD,ACTIVE,False,12187,179798
ACC00000312,AU-CUST00276,920446738,014-758,Savings,2025-09-15,6414.88,AUD,ACTIVE,False,25000,45250
ACC00000030,AU-CUST00017,156193870,017-289,Savings,2025-02-25,25.62,AUD,ACTIVE,False,25000,32382
ACC00001028,AU-CUST00807,856435038,018-952,Savings,2024-02-29,9613.3,AUD,ACTIVE,False,24184,199430
ACC00000209,AU-CUST00153,929325230,018-647,Business,2024-03-17,1170.63,AUD,ACTIVE,False,25000,149635
ACC00000500,AU-CUST00341,213197712,012-706,Savings,2024-01-02,3424.4,AUD,ACTIVE,False,25000,192875
ACC00001149,AU-CUST00900,404175751,012-351,Savings,2024-03-07,1392.21,AUD,ACTIVE,False,24897,191289
ACC00000771,AU-CUST00602,173147750,014-717,Savings,2025-03-07,7166.24,AUD,ACTIVE,False,25000,31340
ACC00000736,AU-CUST00584,286931744,015-539,Business,2025-04-10,3979.13,AUD,ACTIVE,False,25000,104344
ACC00001069,AU-CUST00834,235183069,018-665,Savings,2025-09-27,2662.72,AUD,ACTIVE,False,25000,60300
ACC00000203,AU-CUST00156,897171368,013-043,Savings,2024-12-06,150.95,AUD,ACTIVE,False,11773,60613
ACC00000015,AU-CUST00015,517903890,013-303,Business,2025-03-01,6480.32,AUD,ACTIVE,False,5000,44046
ACC00001179,AU-CUST00912,428811374,012-777,Savings,2024-12-21,129.69,AUD,ACTIVE,False,25000,57167
ACC00001243,AU-CUST00977,284946275,014-678,Savings,2025-05-14,7094.53,AUD,ACTIVE,False,5844,199974
ACC00000539,AU-CUST00440,154675647,018-664,Savings,2024-07-07,14089.78,AUD,ACTIVE,False,25000,145467
ACC00000611,AU-CUST00465,824294678,014-751,Savings,2024-04-10,2209.4,AUD,ACTIVE,False,25000,54787
ACC00001049,AU-CUST00848,470829445,016-613,Savings,2024-09-04,1611.09,AUD,ACTIVE,True,6456,197283
ACC00000024,AU-CUST00019,842660849,013-055,Savings,2025-02-27,7755.29,AUD,ACTIVE,False,5000,140569
ACC00000953,AU-CUST00798,991210027,013-971,Business,2025-06-09,1508.21,AUD,ACTIVE,False,25000,199876
ACC00000606,AU-CUST00509,541603532,013-366,Savings,2024-02-14,97.97,AUD,ACTIVE,False,21239,140235
ACC00001183,AU-CUST00931,626845165,014-821,Savings,2024-07-06,46.72,AUD,ACTIVE,False,19541,91767
ACC00000247,AU-CUST00191,806955758,015-440,Savings,2024-09-23,951.85,AUD,ACTIVE,False,5018,72598
ACC00001171,AU-CUST00911,183529149,015-423,Savings,2024-05-13,31458.2,AUD,ACTIVE,False,25000,62186
ACC00000921,AU-CUST00675,114261312,017-719,Savings,2024-03-13,13511.81,AUD,ACTIVE,False,25000,193508
ACC00000439,AU-CUST00370,312460408,017-904,Savings,2025-09-27,9502.51,AUD,ACTIVE,False,25000,32616
ACC00000845,AU-CUST00673,683111889,018-757,Savings,2025-09-27,590.94,AUD,ACTIVE,False,25000,95355
ACC00001030,AU-CUST00821,805779856,012-989,Savings,2025-06-24,4978.32,AUD,ACTIVE,False,24909,193486
ACC00000355,AU-CUST00238,795118406,012-613,Savings,2024-02-11,8986.73,AUD,ACTIVE,False,20935,120667
ACC00000116,AU-CUST00068,437109465,012-813,Business,2024-08-09,10226.47,AUD,ACTIVE,False,25000,196435
ACC00000814,AU-CUST00624,246449190,012-741,Savings,2025-06-26,1420.02,AUD,ACTIVE,False,25000,199322
ACC00000670,AU-CUST00528,418681957,017-259,Savings,2024-02-10,24005.49,AUD,ACTIVE,False,25000,114257
ACC00000648,AU-CUST00485,389245373,012-927,Savings,2024-03-06,1814.23,AUD,ACTIVE,False,25000,106481
ACC00000264,AU-CUST00204,717054420,014-571,Savings,2025-09-23,10758.04,AUD,ACTIVE,False,7480,199705
ACC00000973,AU-CUST00739,802808811,018-946,Savings,2024-12-22,2306.27,AUD,ACTIVE,False,25000,180159
ACC00000022,AU-CUST00018,104766291,014-577,Savings,2024-12-15,4693.92,AUD,ACTIVE,False,25000,31441
ACC00000635,AU-CUST00477,940293614,015-975,Savings,2024-11-23,1781.31,AUD,ACTIVE,False,20104,193891
ACC00000209,AU-CUST00172,595236809,013-060,Savings,2024-05-02,9754.3,AUD,ACTIVE,False,8084,197565
ACC00000865,AU-CUST00665,899133120,013-218,Savings,2025-04-16,3016.62,AUD,ACTIVE,False,25000,188436
ACC00000600,AU-CUST00462,889927214,018-858,Savings,2024-03-10,224.23,AUD,ACTIVE,False,5207,32002
ACC00000356,AU-CUST00255,217964709,016-741,Business,2024-04-23,6239.5,AUD,ACTIVE,False,19272,178172
ACC00000845,AU-CUST00681,891936610,017-303,Savings,2024-07-15,1833.02,AUD,ACTIVE,False,25000,179545
ACC00001030,AU-CUST00817,805779856,015-741,Savings,2025-06-24,12408.29,AUD,ACTIVE,False,25000,133679
ACC00000329,AU-CUST00249,373844616,018-647,Business,2025-07-02,2044.2,AUD,ACTIVE,False,25000,158711
ACC00000860,AU-CUST00702,149711315,017-255,Business,2025-07-30,1513.06,AUD,ACTIVE,False,25000,150101
ACC00000124,AU-CUST00108,287286719,018-653,Savings,2024-03-21,358.22,AUD,ACTIVE,False,25000,69096
ACC00000032,AU-CUST00024,987862597,017-325,Savings,2024-05-16,2758.93,AUD,ACTIVE,False,19013,172348
ACC00000944,AU-CUST00779,197395096,018-389,Savings,2025-03-02,2353.88,AUD,ACTIVE,False,25000,61156
ACC00000157,AU-CUST00123,963819739,018-990,Savings,2024-05-12,17116.17,AUD,ACTIVE,True,5078,183387
ACC00000111,AU-CUST00102,797876756,013-749,Business,2024-11-15,626.45,AUD,ACTIVE,False,25000,190112
ACC00000764,AU-CUST00624,730797814,018-389,Savings,2025-06-01,1571.35,AUD,ACTIVE,False,5139,143322
ACC00000265,AU-CUST00202,492469971,012-204,Savings,2025-06-11,1498.21,AUD,ACTIVE,False,25000,104839
ACC00000513,AU-CUST00395,465400786,017-145,Savings,2024-11-05,9782.44,AUD,ACTIVE,False,23851,183891
ACC00000953,AU-CUST00743,714000552,016-507,Savings,2025-01-07,1403.24,AUD,ACTIVE,True,25000,196625
ACC00000979,AU-CUST00792,775723239,016-445,Savings,2024-11-06,647.99,AUD,ACTIVE,False,24066,62212
ACC00000261,AU-CUST00174,717054420,016-567,Business,2024-06-23,9603.5,AUD,ACTIVE,False,7255,35546
ACC00000049,AU-CUST00041,818193536,012-585,Savings,2024-05-18,3153.49,AUD,ACTIVE,False,25000,179898
ACC00000398,AU-CUST00288,662984142,013-974,Savings,2024-03-24,95.59,AUD,ACTIVE,False,25000,76891
ACC00000401,AU-CUST00304,558635670,017-195,Savings,2025-09-23,4261.59,AUD,ACTIVE,False,5127,195958
ACC00000550,AU-CUST00442,432054803,018-781,Savings,2024-02-03,2090.94,AUD,ACTIVE,False,22070,36292
ACC00000303,AU-CUST00233,117840773,012-990,Business,2024-02-07,121.59,AUD,ACTIVE,False,25000,97855
ACC00000932,AU-CUST00697,157184047,014-991,Savings,2024-09-11,323.26,AUD,ACTIVE,False,22944,199080
ACC00001023,AU-CUST00830,710138404,012-386,Savings,2024-07-14,1113.74,AUD,ACTIVE,True,25000,199201
ACC00001228,AU-CUST00967,958550222,015-793,Savings,2025-05-31,995.69,AUD,ACTIVE,False,25000,162195
