customer_id,name,date_of_birth,gender,citizenship,marital_status,employment_status,annual_income,customer_segment,onboarding_date,digital_literacy_level,known_device_familiarity_score,scam_education_completed,risk_profile,is_vulnerable,vulnerability_score,vulnerability_flags,is_mule_account,credit_score,kyc_level,aml_risk_level
AU-CUST00025,Matthew Foster,1979-10-24,Male,AU,Single,Full-time,50916,Standard,2025-01-08,Medium,0.716,True,High,True,0.45,PRIOR_VICTIM,False,602,Enhanced,Medium
AU-CUST00026,Judy Baker,2002-10-18,Female,AU,Married,Student,16582,Standard,2024-10-29,High,0.845,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,509,Enhanced,Medium
AU-CUST00027,Justin Baker,1986-10-22,Female,AU,Single,Full-time,60080,Standard,2024-04-08,Medium,0.736,True,Low,False,0.0,NONE,False,701,Enhanced,Low
AU-CUST00028,Stephanie Ross,1996-10-19,Male,AU,Single,Full-time,97499,Standard,2025-04-06,High,0.857,True,Low,False,0.0,NONE,False,664,Enhanced,Low
AU-CUST00029,Zachary Hicks,2001-10-18,Male,AU,Single,Unemployed,32406,Standard,2024-12-19,Medium,0.704,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,488,Standard,Medium
AU-CUST00030,Anthony Rodriguez,1975-10-25,Male,AU,Divorced,Full-time,107381,Premium,2024-10-09,Medium,0.52,False,Low,False,0.0,NONE,False,766,Simplified,Low
AU-CUST00031,Rebecca Henderson,1972-10-25,Male,AU,Single,Unemployed,83284,Standard,2024-09-12,Medium,0.555,True,Medium,False,0.25,LOW_INCOME,False,609,Enhanced,Low
AU-CUST00032,James Ferrell,1961-10-28,Female,AU,Single,Part-time,111317,Premium,2024-10-30,Low,0.41,True,Low,False,0.0,NONE,False,638,Enhanced,Low
AU-CUST00033,Tricia Valencia,1994-10-20,Male,AU,Single,Self-employed,68788,Standard,2025-04-05,Medium,0.791,False,Low,False,0.0,NONE,False,689,Simplified,Low
AU-CUST00034,Nathan Maldonado,1985-10-22,Male,AU,Married,Full-time,26501,Standard,2025-01-30,Medium,0.79,True,Low,False,0.0,NONE,False,663,Standard,Low
AU-CUST00035,Debra Davidson,1981-10-23,Male,AU,Married,Full-time,71959,Standard,2024-09-23,Medium,0.511,True,Low,False,0.0,NONE,False,664,Enhanced,Low
AU-CUST00036,Jeffrey Chavez,1997-10-19,Male,AU,Widowed,Full-time,78975,Standard,2025-01-01,High,0.906,True,Low,False,0.0,NONE,False,733,Enhanced,Low
AU-CUST00037,Sherri Baker,2000-10-18,Male,AU,Married,Full-time,104478,Premium,2025-05-25,High,0.873,True,Low,False,0.0,NONE,False,610,Standard,Low
AU-CUST00038,Cassandra Gaines,1995-10-20,Male,AU,Married,Full-time,46391,Standard,2024-06-28,High,0.897,False,Low,False,0.0,NONE,False,669,Enhanced,Low
AU-CUST00039,Elizabeth Fowler,1996-10-19,Male,AU,Married,Self-employed,105544,Premium,2025-05-09,Medium,0.526,True,Low,False,0.0,NONE,False,640,Standard,Low
AU-CUST00040,Brittany Farmer,1974-10-25,Male,AU,Single,Unemployed,107926,Premium,2024-11-29,Medium,0.683,False,Medium,False,0.25,LOW_INCOME,False,541,Standard,Low
AU-CUST00041,Paula Moreno,1991-10-21,Female,AU,Widowed,Part-time,54863,Standard,2024-04-11,Medium,0.543,False,Low,False,0.0,NONE,False,549,Standard,Low
AU-CUST00042,Fred Smith,1943-11-02,Male,AU,Widowed,Retired,30361,Standard,2025-06-14,Low,0.554,True,Medium,True,0.35,ELDERLY,False,587,Enhanced,Low
AU-CUST00043,Sherry Decker,1969-10-26,Male,AU,Single,Full-time,114186,Premium,2025-01-11,Low,0.365,False,Low,False,0.0,NONE,False,818,Enhanced,Low
AU-CUST00044,Anthony Humphrey,1984-10-22,Female,AU,Married,Full-time,77915,Standard,2024-07-30,Medium,0.516,True,Low,False,0.0,NONE,False,644,Standard,Low
AU-CUST00045,Angelica Tucker,1959-10-29,Male,AU,Single,Retired,28395,Standard,2024-04-27,Low,0.218,True,Medium,False,0.3,LOW_DIGITAL_LITERACY,False,682,Standard,Low
AU-CUST00046,Philip Cannon,1941-11-02,Female,AU,Married,Retired,26158,Standard,2025-05-17,Low,0.436,True,Medium,True,0.35,ELDERLY,False,730,Standard,Low
AU-CUST00047,John Pierce,1989-10-21,Female,AU,Married,Unemployed,63273,Standard,2025-03-27,Medium,0.723,True,Medium,False,0.25,LOW_INCOME,False,542,Standard,Low
AU-CUST00048,Shane Henderson,1988-10-21,Male,AU,Widowed,Part-time,89726,Standard,2024-01-25,Medium,0.78,True,Low,False,0.0,NONE,False,611,Standard,Low
AU-CUST00049,Joshua Blair,1969-10-26,Male,AU,Single,Full-time,41668,Standard,2024-12-15,Low,0.327,True,Low,False,0.0,NONE,False,670,Standard,Low
AU-CUST00050,Eric Carney,2000-10-18,Female,AU,Married,Part-time,50147,Standard,2024-03-03,Medium,0.624,True,Low,False,0.0,NONE,False,650,Enhanced,Low
AU-CUST00051,Jessica Holmes,2005-10-17,Male,AU,Married,Unemployed,16302,Standard,2024-06-10,Medium,0.608,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,518,Standard,Medium
AU-CUST00052,Danny Morgan,2004-10-17,Male,AU,Single,Full-time,46651,Standard,2024-11-07,High,0.914,True,Low,False,0.2,YOUNG_ADULT,False,715,Standard,Low
AU-CUST00053,Crystal Robinson,1975-10-25,Female,AU,Married,Full-time,51239,Standard,2024-05-16,Medium,0.605,False,Low,False,0.0,NONE,False,753,Enhanced,Low
AU-CUST00054,Mark Perez,1966-10-27,Male,AU,Married,Unemployed,50136,Standard,2024-10-08,Low,0.357,False,Medium,False,0.25,LOW_INCOME,False,585,Standard,Low
AU-CUST00055,Shannon Jones,1970-10-26,Female,AU,Married,Full-time,66088,Standard,2024-08-23,Low,0.339,False,Low,False,0.0,NONE,False,664,Enhanced,Low
AU-CUST00056,Michael Lewis,1975-10-25,Female,AU,Widowed,Full-time,98700,Standard,2024-11-15,Medium,0.763,True,Low,False,0.0,NONE,False,687,Standard,Low
AU-CUST00057,Timothy Duncan,1984-10-22,Female,AU,Single,Self-employed,60940,Standard,2025-03-15,Medium,0.573,False,Low,False,0.0,NONE,False,636,Standard,Low
AU-CUST00058,Richard Aguirre,1969-10-26,Female,AU,Single,Part-time,45242,Standard,2024-03-26,Low,0.591,True,Low,False,0.0,NONE,False,679,Standard,Low
AU-CUST00059,Brent Jordan,2003-10-18,Female,AU,Single,Student,18567,Standard,2025-03-13,High,0.801,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,545,Standard,Medium
AU-CUST00060,John Daniel,2003-10-18,Male,AU,Single,Unemployed,11738,Standard,2024-05-02,Medium,0.511,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,619,Simplified,Medium
AU-CUST00061,Victoria Garcia,1967-10-27,Female,AU,Married,Full-time,74296,Standard,2024-01-19,Low,0.358,True,Low,False,0.0,NONE,False,695,Enhanced,Low
AU-CUST00062,Gerald Hensley,1987-10-22,Female,AU,Divorced,Part-time,33458,Standard,2024-09-02,Medium,0.665,True,Low,False,0.0,NONE,False,629,Enhanced,Low
AU-CUST00063,Connor West,1978-10-24,Female,AU,Married,Full-time,95972,Standard,2024-06-14,Medium,0.717,True,Low,False,0.0,NONE,False,743,Standard,Low
AU-CUST00064,Donald Wright,1970-10-26,Female,AU,Married,Full-time,42939,Standard,2024-04-11,Low,0.489,True,Low,False,0.0,NONE,False,718,Simplified,Low
AU-CUST00065,Jessica Callahan,1972-10-25,Female,AU,Married,Full-time,63954,Standard,2024-08-20,Medium,0.799,False,Low,False,0.0,NONE,False,719,Standard,Low
AU-CUST00066,Amber Kidd,1973-10-25,Male,AU,Single,Full-time,106872,Premium,2025-04-22,Medium,0.798,True,Low,False,0.0,NONE,False,629,Standard,Low
AU-CUST00067,Tracy House,1970-10-26,Female,AU,Divorced,Full-time,90588,Standard,2024-11-17,Low,0.447,False,Low,False,0.0,NONE,False,552,Simplified,Low
AU-CUST00068,Carol Tucker,1982-10-23,Male,AU,Married,Unemployed,64125,Standard,2025-02-03,Medium,0.76,False,Medium,False,0.25,LOW_INCOME,False,527,Standard,Low
AU-CUST00069,James Brown,2004-10-17,Male,AU,Married,Full-time,51550,Standard,2024-03-23,High,0.993,False,Low,False,0.2,YOUNG_ADULT,False,737,Standard,Low
AU-CUST00070,William Baker,1989-10-21,Male,AU,Divorced,Full-time,94332,Standard,2024-02-11,Medium,0.721,True,Low,False,0.0,NONE,False,766,Standard,Low
AU-CUST00071,Jordan Henderson,2005-10-17,Female,AU,Married,Part-time,14400,Standard,2024-07-03,Medium,0.764,True,Low,False,0.2,YOUNG_ADULT,False,650,Standard,Low
AU-CUST00072,Whitney Peters,1986-10-22,Female,AU,Single,Full-time,44053,Standard,2025-03-01,Medium,0.744,False,Low,False,0.0,NONE,False,682,Enhanced,Low
AU-CUST00073,Brittney Phillips,1955-10-30,Male,AU,Married,Retired,34276,Standard,2025-05-01,Low,0.503,True,Low,False,0.0,NONE,False,637,Standard,Low
AU-CUST00074,Lauren Daniels,2003-10-18,Male,AU,Married,Student,21940,Standard,2024-02-25,High,0.937,False,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,345,Simplified,Medium
AU-CUST00075,Amy Silva,1999-10-19,Male,AU,Married,Part-time,101258,Premium,2024-09-18,Medium,0.746,False,Low,False,0.0,NONE,False,589,Standard,Low
AU-CUST00076,Sarah Moore,1989-10-21,Male,AU,Divorced,Full-time,51042,Standard,2024-08-05,Medium,0.707,False,Low,False,0.0,NONE,False,751,Enhanced,Low
AU-CUST00077,Angela Lopez,1989-10-21,Male,AU,Married,Full-time,37828,Standard,2025-02-12,Medium,0.54,False,Low,False,0.0,NONE,False,738,Enhanced,Low
AU-CUST00078,Megan Young,1974-10-25,Female,AU,Married,Unemployed,63194,Standard,2024-04-22,Medium,0.534,True,Medium,False,0.25,LOW_INCOME,False,614,Enhanced,Low
AU-CUST00079,Steve Sanchez,1977-10-24,Male,AU,Divorced,Full-time,105433,Premium,2024-09-23,Medium,0.732,False,Low,False,0.0,NONE,False,601,Standard,Low
AU-CUST00080,Lisa Barnes,1979-10-24,Male,AU,Married,Full-time,28336,Standard,2025-04-11,Medium,0.688,False,Low,False,0.0,NONE,False,642,Standard,Low
AU-CUST00081,Kelly Donovan,1968-10-26,Male,AU,Married,Full-time,85728,Standard,2024-09-12,Low,0.509,False,Low,False,0.0,NONE,False,735,Enhanced,Low
AU-CUST00082,Mike Allen,1994-10-20,Female,AU,Single,Self-employed,45038,Standard,2025-03-04,Medium,0.772,True,Low,False,0.0,NONE,False,726,Enhanced,Low
AU-CUST00083,Michael Evans,1957-10-29,Female,AU,Married,Unemployed,42019,Standard,2024-12-07,Low,0.422,True,Medium,False,0.25,LOW_INCOME,False,607,Standard,Low
AU-CUST00084,Paul Jones,1999-10-19,Male,AU,Married,Part-time,46627,Standard,2024-11-23,Medium,0.619,True,Low,False,0.0,NONE,False,682,Standard,Low
AU-CUST00085,Zachary Ferrell,2006-10-17,Male,AU,Single,Student,23011,Standard,2024-05-22,High,0.887,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,568,Enhanced,Medium
AU-CUST00086,Daniel Baker,2000-10-18,Female,AU,Married,Full-time,83797,Standard,2025-06-28,High,0.842,True,Low,False,0.0,NONE,False,665,Standard,Low
AU-CUST00087,Shirley Suarez,1970-10-26,Male,AU,Single,Self-employed,37187,Standard,2024-05-17,Low,0.397,False,Low,False,0.0,NONE,False,769,Standard,Low
AU-CUST00088,Christopher Bass,1986-10-22,Female,AU,Single,Self-employed,114158,Premium,2025-05-26,Medium,0.669,False,Low,False,0.0,NONE,False,568,Simplified,Low
AU-CUST00089,Lisa Archer,2004-10-17,Female,AU,Married,Full-time,29855,Standard,2025-06-27,High,0.963,True,Low,False,0.2,YOUNG_ADULT,False,662,Standard,Low
AU-CUST00090,Aimee Montoya,1995-10-20,Female,AU,Single,Part-time,75108,Standard,2024-10-07,Medium,0.718,False,Low,False,0.0,NONE,False,687,Standard,Low
AU-CUST00091,Matthew Mcmillan,1997-10-19,Female,AU,Married,Self-employed,102948,Premium,2025-04-22,Medium,0.712,True,Low,False,0.0,NONE,False,584,Enhanced,Low
AU-CUST00092,Brian Rodriguez,1976-10-24,Male,AU,Married,Self-employed,52346,Standard,2025-01-27,Medium,0.749,True,Low,False,0.0,NONE,False,652,Standard,Low
AU-CUST00093,Denise Jacobs,1983-10-23,Male,AU,Single,Full-time,47642,Standard,2025-02-09,Medium,0.519,False,High,True,0.45,PRIOR_VICTIM,False,731,Standard,Medium
AU-CUST00094,Christina Walters,1993-10-20,Male,AU,Single,Full-time,73001,Standard,2024-02-07,High,0.916,True,Low,False,0.0,NONE,False,792,Standard,Low
AU-CUST00095,John Whitehead,1993-10-20,Male,AU,Married,Full-time,62534,Standard,2024-03-16,High,0.904,False,Low,False,0.0,NONE,False,677,Standard,Low
AU-CUST00096,Anna Henderson,1969-10-26,Male,AU,Single,Self-employed,111749,Premium,2024-02-08,Low,0.314,False,Low,False,0.0,NONE,False,668,Standard,Low
AU-CUST00097,Aaron Wise,1981-10-23,Male,AU,Married,Full-time,94969,Standard,2024-01-17,Medium,0.704,True,Low,False,0.0,NONE,False,708,Enhanced,Low
AU-CUST00098,Deborah Figueroa,1997-10-19,Male,AU,Married,Self-employed,74693,Standard,2025-04-03,Medium,0.715,True,Low,False,0.0,NONE,False,688,Standard,Low
AU-CUST00099,Jessica Smith,1998-10-19,Male,AU,Married,Full-time,100547,Premium,2024-04-06,High,0.886,False,Low,False,0.0,NONE,False,690,Standard,Low
AU-CUST00100,Stephen Mckee,1959-10-29,Female,AU,Married,Unemployed,39436,Standard,2024-01-04,Low,0.277,False,Medium,False,0.25,LOW_INCOME,False,549,Enhanced,Low
AU-CUST00101,Sandra Aguilar,1943-11-02,Male,AU,Widowed,Unemployed,44683,Standard,2025-05-29,Low,0.454,False,High,True,0.6,ELDERLY|LOW_INCOME,False,476,Standard,Medium
AU-CUST00102,Cameron Parker,1970-10-26,Male,AU,Single,Full-time,85631,Standard,2024-06-02,Low,0.276,False,Low,False,0.0,NONE,False,729,Standard,Low
AU-CUST00103,Rebecca Valencia,1993-10-20,Male,AU,Divorced,Full-time,118729,Premium,2025-03-24,High,0.908,False,Low,False,0.0,NONE,False,732,Standard,Low
AU-CUST00104,Christine Wright,1962-10-28,Female,AU,Divorced,Full-time,64175,Standard,2025-06-11,Low,0.588,False,Low,False,0.0,NONE,False,743,Standard,Low
AU-CUST00105,Richard Henson,1967-10-27,Female,AU,Married,Part-time,51984,Standard,2024-10-14,Low,0.463,True,Low,False,0.0,NONE,False,627,Standard,Low
AU-CUST00106,Marc Moore,1976-10-24,Female,AU,Single,Self-employed,61364,Standard,2025-05-23,Medium,0.754,True,Low,False,0.0,NONE,False,668,Standard,Low
AU-CUST00107,Sharon Cherry,1984-10-22,Male,AU,Single,Unemployed,108935,Premium,2025-06-15,Medium,0.716,True,Medium,False,0.25,LOW_INCOME,False,458,Enhanced,Low
AU-CUST00108,Sierra Johnson,1993-10-20,Male,AU,Widowed,Full-time,98168,Standard,2024-03-20,High,0.941,True,Low,False,0.0,NONE,False,760,Simplified,Low
AU-CUST00109,Evelyn Galvan,2004-10-17,Female,AU,Single,Student,19095,Standard,2024-03-21,High,0.882,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,534,Enhanced,Medium
AU-CUST00110,Sharon Cochran,1958-10-29,Male,AU,Divorced,Retired,41591,Standard,2024-07-22,Low,0.423,True,Low,False,0.0,NONE,False,691,Standard,Low
AU-CUST00111,Richard Rodriguez,1991-10-21,Male,AU,Married,Full-time,45914,Standard,2024-11-02,High,0.836,True,Low,False,0.0,NONE,False,661,Enhanced,Low
AU-CUST00112,Shannon Walker,1999-10-19,Male,AU,Married,Self-employed,78534,Standard,2025-03-07,Medium,0.574,True,Low,False,0.0,NONE,False,709,Standard,Low
AU-CUST00113,Julia Torres,1982-10-23,Male,AU,Married,Full-time,30244,Standard,2024-04-10,Medium,0.658,True,Low,False,0.0,NONE,False,697,Standard,Low
AU-CUST00114,Crystal Johnson,1967-10-27,Male,AU,Single,Full-time,107184,Premium,2024-04-16,Low,0.498,True,Low,False,0.0,NONE,False,799,Simplified,Low
AU-CUST00115,Garrett Lin,1999-10-19,Male,AU,Married,Full-time,62661,Standard,2024-06-17,High,0.919,True,Low,False,0.0,NONE,False,709,Enhanced,Low
AU-CUST00116,Diana May,1960-10-28,Female,AU,Widowed,Unemployed,26017,Standard,2024-05-28,Low,0.447,False,Medium,False,0.25,LOW_INCOME,False,629,Standard,Low
AU-CUST00117,William Herrera,1966-10-27,Female,AU,Single,Self-employed,49473,Standard,2025-05-31,Low,0.303,False,Low,False,0.0,NONE,False,690,Simplified,Low
AU-CUST00118,Ashley Waller,1972-10-25,Male,AU,Widowed,Part-time,95876,Standard,2024-08-05,Medium,0.696,True,Low,False,0.0,NONE,False,583,Standard,Low
AU-CUST00119,Victor Baker,1987-10-22,Male,AU,Widowed,Part-time,45512,Standard,2025-04-21,Medium,0.665,False,Low,False,0.0,NONE,False,683,Standard,Low
AU-CUST00120,Jeffrey Chandler,1970-10-26,Female,AU,Single,Full-time,99030,Standard,2024-01-31,Low,0.265,False,Low,False,0.0,NONE,False,794,Standard,Low
AU-CUST00121,Larry Dixon,1969-10-26,Male,AU,Married,Full-time,46920,Standard,2024-02-25,Low,0.222,False,Low,False,0.0,NONE,False,779,Standard,Low
AU-CUST00122,Kenneth Scott,1966-10-27,Female,AU,Single,Full-time,116058,Premium,2025-03-17,Low,0.454,False,Low,False,0.0,NONE,False,767,Simplified,Low
AU-CUST00123,April Frost,2001-10-18,Male,AU,Married,Full-time,38600,Standard,2024-05-16,High,0.825,True,Low,False,0.2,YOUNG_ADULT,False,771,Standard,Low
AU-CUST00124,Michelle Harmon,1986-10-22,Female,AU,Widowed,Self-employed,75503,Standard,2024-02-15,Medium,0.56,False,High,True,0.45,PRIOR_VICTIM,False,702,Standard,Medium
AU-CUST00125,Helen Jones,1999-10-19,Female,AU,Divorced,Full-time,67705,Standard,2024-11-22,High,0.976,False,Low,False,0.0,NONE,False,765,Enhanced,Low
AU-CUST00126,Erin Edwards,1992-10-20,Male,AU,Widowed,Full-time,44145,Standard,2024-03-21,High,0.885,True,Low,False,0.0,NONE,False,659,Enhanced,Low
AU-CUST00127,Michelle Evans,1991-10-21,Female,AU,Single,Part-time,102116,Premium,2024-02-03,Medium,0.581,False,Low,False,0.0,NONE,False,665,Simplified,Low
AU-CUST00128,Jason Powell,2000-10-18,Female,AU,Married,Full-time,79967,Standard,2024-08-10,High,0.886,True,Low,False,0.0,NONE,False,685,Simplified,Low
AU-CUST00129,Cameron Fisher,2007-10-17,Female,AU,Single,Student,24585,Standard,2024-10-28,High,0.879,True,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,493,Simplified,Medium
AU-CUST00130,Megan Orr,1976-10-24,Male,AU,Divorced,Part-time,112580,Premium,2024-10-16,Medium,0.767,False,Low,False,0.0,NONE,False,652,Enhanced,Low
AU-CUST00131,Elizabeth Kelley,1999-10-19,Male,AU,Single,Full-time,41067,Standard,2024-11-16,High,0.828,True,Low,False,0.0,NONE,False,764,Standard,Low
AU-CUST00132,Dustin Jordan,1941-11-02,Male,AU,Single,Retired,26800,Standard,2024-01-13,Low,0.367,False,Very High,True,0.65,ELDERLY|LOW_DIGITAL_LITERACY,False,599,Simplified,Medium
AU-CUST00133,Mary Marshall,1973-10-25,Female,AU,Single,Full-time,31773,Standard,2024-06-08,Medium,0.53,True,Low,False,0.0,NONE,False,731,Standard,Low
AU-CUST00134,Daniel Kennedy,1990-10-21,Male,AU,Single,Unemployed,32035,Standard,2024-07-07,Medium,0.736,True,Medium,False,0.25,LOW_INCOME,False,406,Standard,Low
AU-CUST00135,Rebecca Jackson,1974-10-25,Male,AU,Single,Full-time,103589,Premium,2024-06-09,Medium,0.798,True,Low,False,0.0,NONE,False,719,Standard,Low
AU-CUST00136,Jose Schultz,1999-10-19,Female,AU,Single,Full-time,98569,Standard,2024-11-02,High,0.946,False,Low,False,0.0,NONE,False,819,Standard,Low
AU-CUST00137,Robert Potter,1952-10-30,Male,AU,Divorced,Retired,42643,Standard,2024-05-05,Low,0.484,True,Very High,True,0.65,ELDERLY|LOW_DIGITAL_LITERACY,False,701,Enhanced,Medium
AU-CUST00138,Courtney Gonzalez,1995-10-20,Female,AU,Married,Full-time,74601,Standard,2024-12-12,High,0.825,True,Low,False,0.0,NONE,False,716,Simplified,Low
AU-CUST00139,David Alvarez,1972-10-25,Male,AU,Single,Self-employed,67502,Standard,2025-05-28,Medium,0.513,True,Low,False,0.0,NONE,False,715,Standard,Low
AU-CUST00140,Angel Perry,2003-10-18,Female,AU,Married,Student,17014,Standard,2024-12-28,High,0.99,False,High,True,0.45,YOUNG_ADULT|LOW_INCOME,False,552,Standard,Medium
AU-CUST00141,Cheyenne Horton,1985-10-22,Male,AU,Married,Full-time,100674,Premium,2024-08-01,Medium,0.674,True,Low,False,0.0,NONE,False,765,Standard,Low
AU-CUST00142,David Douglas Jr.,1982-10-23,Male,AU,Married,Full-time,39585,Standard,2024-08-26,Medium,0.654,False,Low,False,0.0,NONE,False,730,Enhanced,Low
AU-CUST00143,Patricia Rodriguez,1941-11-02,Female,AU,Single,Retired,41841,Standard,2024-11-17,Low,0.286,False,Medium,True,0.35,ELDERLY,False,558,Standard,Low
AU-CUST00144,Christopher Rubio,1971-10-26,Male,AU,Married,Full-time,90174,Standard,2025-02-01,Medium,0.576,True,Low,False,0.0,NONE,False,720,Standard,Low
AU-CUST00145,Amber Wright,1990-10-21,Male,AU,Married,Part-time,32385,Standard,2024-06-14,Medium,0.68,True,Low,False,0.0,NONE,False,624,Enhanced,Low
AU-CUST00146,Joyce Solis,1989-10-21,Male,AU,Single,Self-employed,54228,Standard,2024-01-22,Medium,0.509,False,Low,False,0.0,NONE,False,571,Standard,Low
AU-CUST00147,Victoria Larson,1993-10-20,Female,AU,Married,Full-time,90445,Standard,2025-01-20,High,0.854,True,Low,False,0.0,NONE,False,740,Standard,Low
AU-CUST00148,Stephanie Salazar,1981-10-23,Male,AU,Married,Part-time,53026,Standard,2024-12-29,Medium,0.72,True,Low,False,0.0,NONE,False,650,Standard,Low
AU-CUST00149,Kathy Rivas,1983-10-23,Male,AU,Married,Full-time,52534,Standard,2024-02-25,Medium,0.702,True,Low,False,0.0,NONE,False,659,Standard,Low
AU-CUST00150,Stephanie Manning,1997-10-19,Male,AU,Married,Full-time,84076,Standard,2024-12-09,High,0.823,True,Low,False,0.0,NONE,False,664,Enhanced,Low
AU-CUST00151,David Wright,1957-10-29,Male,AU,Married,Retired,37470,Standard,2024-02-09,Low,0.407,True,Medium,False,0.3,LOW_DIGITAL_LITERACY,False,675,Standard,Low
AU-CUST00152,Pamela Boyd,1957-10-29,Female,AU,Married,Retired,38870,Standard,2024-12-19,Low,0.217,True,Low,False,0.0,NONE,False,689,Standard,Low
AU-CUST00153,Denise Jones,1997-10-19,Male,AU,Single,Self-employed,89845,Standard,2025-02-12,Medium,0.538,False,Low,False,0.0,NONE,False,667,Enhanced,Low
